okay and on .. on the weekends what do you do on a weekend?	تمام و ف .. في اجازات أخر الاسبوع بتعملي ايه يوم اجازة؟	okay و ف .. في ال weekends بتعملي ايه يوم اجازة؟
but .. but  overall i can't choose someone to be my role model, because of course this person is not an angel and not doing any mistakes or wrong things, we are humans by the end.	بس .. بس في المجمل  ماقدرش اخلي .. بحس أني ماقدرش احد .. أخلي حد  مثل أعلى و الحد ده أكيد عنده غلطات لأنه بني أدم كلنا عندنا غلطات يعني.	بس .. بس overall  ماقدرش اخلي .. بحس أني ماقدرش احد .. أخلي حد role model و الحد ده أكيد عنده غلطات لأنه بني أدم كلنا عندنا غلطات يعني.
i will answer i'd rather be respected from all people, because i feel convinced by this.	أنا هجاوب أجابة في النص عشان مقتنع بيها أن أنا أفضل أن الناس تحترمني من كل الناس بس	أنا هجاوب أجابة في النص عشان مقتنع بيها أن أنا i'd rather be respected من كل الناس بس
liked, i prefer to be liked by the people around me  because in general, i try to let people respect me, i don't make a fool of myself, i always try to keep my dignity.	محبوب ب .. أهم بالنسبالي أن أنا أبقى محبوب من الناس اللي قريبة مني  لإن انا عموما بحاول الناس تحترمني مابحاولش أهزق نفسي, بحاول أحافظ على وقاري دايما	liked ب .. أهم بالنسبالي أن أنا أبقى liked من الناس اللي قريبة مني  لإن انا عموما بحاول الناس ت respect me مابحاولش أهزق نفسي, بحاول أحافظ على وقاري دايما
but, for the people who are close to me, i don't want them to feel with my dignity or whatever, they are dealing with me already on a personal level.	لكن الناس القريبة مني مش عايزهم يبقوا حاسين بوقاري أو أيا كان هما بيتعاملوا أصلا على المستوى الشخصي	لكن الناس القريبة مني مش عايزهم يبقوا حاسين بوقاري أو whatever هما بيتعاملوا already on a personal level
we are dealing like anyone, like .. with my family.	أحنا بنتعامل زي أي حد, زي ما بتعامل يعني مع .. زي أهلي مثلا	أحنا بنتعامل زي أي حد, زي ما بتعامل يعني مع .. زي أهلي مثلا
with my family, i don't care with the point of dealing with me in respect, but, the most important is love, i don't mean liking, but, the point of love itself.	مش مش عايزهم مش مهم يبقى في درجة احترام على قد ما في علاقة حب او ممكن يكون الحب ده مش قصدي أعجاب اعجاب مش اعجاب بس فكرة حب يعني بود مش مهم ال .. اه مش مهم ..	مش مش عايزهم مش مهم يبقى في درجة احترام على قد ما في علاقة حب او ممكن يكون الحب ده مش قصدي أعجاب liking مش اعجاب بس فكرة حب يعني بود مش مهم ال .. اه مش مهم ..
no, i will need time, because i am not a sociable person with the persons whom i don't know before.	لأ, محتاجين وقت علشان أنا مش شخص أجتماعي خالص مع الناس اللي معرفهاش	لأ, محتاجين وقت علشان أنا مش شخص أجتماعي خالص مع الناس اللي معرفهاش
so, i .. i am the type of persons who sit at a corner by myself without talking with persons i met for the 1st time, although if there are many people, then i can start to talk and share with them.	يعني انا ب ..انا الشخص اللي بيقعد في الزاوية في الأوضة اللي مش بيحب يتكلم مع ناس أول مرة يشوفهم, بس لو بقى مع ناس اوي هيتكلم كتير بس .. يشارك عادي	يعني انا ب ..انا الشخص اللي بيقعد في ال corner في الأوضة اللي مش بيحب يتكلم مع ناس أول مرة يشوفهم, بس لو بقى مع ناس اوي هيتكلم كتير بس .. ي share عادي
but, it is not easy for me to start talking.	بس أنا مش بسهولة أبدأ	بس أنا مش بسهولة أبدأ
the start is usually hard for me.	البداية دي صعبة شوية عليا	البداية دي صعبة شوية عليا
i don't like to talk or share with anyone i don't know.	مابحبش اشارك مع حد او اتكلم مع حد ماعرفوش.	مابحبش ا share مع حد او اتكلم مع حد ماعرفوش.
as i dealt with many different people because of the experiences i have.	لأ عشان انا مش ب .. يعني انا بما أني أتعاملت مع ناس مختلفة بسبب تجارب أتعرضت لها	لأ عشان انا مش ب .. يعني انا بما أني أتعاملت مع ناس مختلفة بسبب ال experiences أتعرضت لها
i live alone by myself and i met many people so, .. i have seen many people from different social levels and from different cultures, so, it is not social level only.	أنا عايش لوحدي و شوفت ناس ف .. شوفت ناس كتير من مستويات اجتماعية مختلفة يعني و ثقافات مختلفة كمان يعنى, مش بس المستوى الاجتماعي	أنا عايش لوحدي و شوفت ناس ف .. شوفت ناس كتير من different social levels يعني و cultures مختلفة كمان يعنى, مش بس ال social level
it is not social level related to economic state, but i mean different social levels and different religions.	مش بس يعني مستوي اجتماعي اللي هو مادي و كده لأ، من مستويات اجتماعية مختلفة و اديان مختلفة	مش بس يعني مستوي اجتماعي اللي هو مادي و كده لأ، من social levels مختلفة و اديان مختلفة
also, when i traveled, i met people there who are not of high standard level at all, and even that there was a respect in the way of dealing and that is something good, and i already have friends from there.	و كمان لما سافرت بقى الموضوع شوية لأني أتعرفت على ناس اللي هما مش من مستوى عالي خالص خالص ابعد ما يكون و في نفس الوقت كان في احترام وفي معاملة و ود كويس و عندي اصحاب كمان من هناك.	و كمان لما سافرت بقى الموضوع شوية لأني أتعرفت على ناس اللي هما مش high خالص خالص ابعد ما يكون و في نفس الوقت كان في respect وفي معاملة و ود كويس و عندي اصحاب كمان من هناك.
